Year,Date,Time,Location,Crash Type,Number of IMT Teams,Number of UHP Teams,RT,RT for IMT sec,RT for UHP,RT for UHP min,RT for UHP sec,RCT,RCT for IMT Numeric sec,Ln RCT for IMT,ICT,ICT for IMT Numeric sec,Ln ICT for IMT,ICT for UHP Numeric min,ICT for UHP Numeric sec,Ln ICT for UHP,Lanes at Bottleneck,Number of Lanes Closed,Lanes Available,Time Weighted Number of Lanes Closed,Roadway Capacity,Lane Ratio,AV,Ln AV,ETT,Ln ETT,EUC,Ln Cost,Time Range,T7-T5,T7T5,T7-T5 Sec,Ln T7-T5,T7T0,T7-T0 min,T7-T0 sec,Ln T7-T0,T5-T0,T5-T0 min,T5-T0 sec,Ln T5-T0,T5-T7 min,T5-T7 sec,Ln T5-T7
2022,3/11/22,6:57:18,1092 S I215W NB; MM 21 I215W NB                             ,PI Crash,1,4,1.766666667,106,0:06:47,6.78,407,70.58333333,4235,4.256794045,70.58,4235,4.256746818,73.78,4427,8.395477433,4,1,3,1,0.75,0.25,7479,8.92,278.11,5.628,6166.55,8.73,AM Peak,0:03,3,180,1.098612289,1:25,85,5100,4.442651256,1:22,82,4920,4.406719247,,,
2022,3/12/22,4:50:51,600 S I15 NB,Fatal,2,14,67.91666667,4075,0:05:50,5.83,350,259.15,15549,5.557407045,273.05,16383,5.609654929,385.83,23150,10.04975006,5,4,1,2.6,0.48,0.8,6957,8.848,358.11,5.881,9422.24,9.15,Morning Off Peak,,0,0,,4:15,255,15300,5.541263545,4:15,255,15300,5.541263545,,,
2022,3/14/22,8:53:40,2900 S I215W NB                                             ,PI Crash,1,2,17.06666667,1024,0:10:33,10.55,633,47.33333333,2840,3.857214769,123.1,7386,4.812997033,233,13980,9.545383016,4,2,2,1.98,0.505,0.5,2222,7.706,52,3.951,1149.53,7.05,AM Peak,,-16,-960,,0:30,30,1800,3.401197382,0:46,46,2760,3.828641396,16,960,2.772588722
2022,3/16/22,17:44:50,273003 I15 NB; MM 273 I15 NB                                ,PD Crash,1,4,18.43333333,1106,0:21:14,21.23,1274,63.16666667,3790,4.145776736,92.87,5572,4.531200666,96.37,5782,8.662504923,6,1,5,1,0.833333333,0.167,7485,8.921,238.02,5.472,6048.23,8.71,PM Peak,,-8,-480,,1:00,60,3600,4.094344562,1:08,68,4080,4.219507705,8,480,2.079441542
2022,3/16/22,17:05:50,7200 S I15 SB,PI Crash,1,2,14.85,891,0:09:30,9.5,570,33.16666667,1990,3.501545356,34.25,2055,3.533686565,66.37,3982,8.289539485,6,1,5,1,0.833333333,0.167,9515,9.161,422.66,6.047,10075.23,9.22,PM Peak,0:51,51,3060,3.931825633,1:20,80,4800,4.382026635,0:29,29,1740,3.36729583,,,
2022,3/16/22,8:08:06,587 E I80 WB; MM 124 I80 WB,PI Crash,2,4,,,0:11:29,11.48,689,38.13333333,2288,3.64108879,38.13,2288,3.641001374,72.37,4342,8.37609035,5,2,3,1.35,0.73,0.4,5806,8.667,61.78,4.124,1607.05,7.38,AM Peak,0:06,6,360,1.791759469,1:05,65,3900,4.17438727,0:59,59,3540,4.077537444,,,
2022,3/17/22,6:31:44,1000 E I215S WB                                             ,PD Crash,2,3,13.86666667,832.0000002,0:09:19,9.32,559,76.26666667,4576,4.334235971,76.32,4579,4.334935027,76.55,4593,8.432288684,3,2,1,1.21,0.596666667,0.667,2967,7.995,16.46,2.801,344.09,5.84,AM Peak,0:02,2,120,0.693147181,1:10,70,4200,4.248495242,1:08,68,4080,4.219507705,,,
2022,3/18/22,10:42:52,9467 S I15 SB; MM 295 I15 SB                                ,PI Crash,2,4,8.35,501,0:08:38,8.63,518,61.13333333,3668,4.113057271,62.32,3739,4.132282402,283.18,16991,9.740439071,6,2,4,1.8,0.7,0.333,6672,8.806,386.77,5.958,10678.9,9.28,Afternoon Off Peak,0:01,1,60,0,1:05,65,3900,4.17438727,1:04,64,3840,4.158883083,,,
2022,3/19/22,15:37:18,3356 S I215E NB; MM 2 I215E NB                              ,PI Crash,1,2,17.2,1032,0:17:07,17.12,1027,14.7,882,2.687847494,49.28,2957,3.897518319,69.03,4142,8.328934042,3,1,2,1,0.666666667,0.333,1098,7.001,9.7,2.272,250.19,5.52,Afternoon Off Peak,0:08,8,480,2.079441542,0:25,25,1500,3.218875825,0:17,17,1020,2.833213344,,,
2022,3/20/22,13:13:19,1848 E I215S EB; MM 8 I215S EB                              ,PI Crash,1,3,,,0:09:07,9.12,547,9.6,576,2.261763098,9.6,576,2.261763098,69.47,4168,8.335191583,3,1,2,1,0.666666667,0.333,1241,7.124,6.39,1.855,160.27,5.08,Afternoon Off Peak,0:09,9,540,2.197224577,0:20,20,1200,2.995732274,0:11,11,660,2.397895273,,,
2022,3/21/22,7:00:59,3100 S I15 NB                                               ,PD Crash,2,2,3.883333333,233,0:13:21,13.35,801,16.01666667,961.0000002,2.773629847,60.53,3632,4.10313911,84.55,5073,8.531687638,6,5,1,2.5,0.583333333,0.833,15209,9.63,582.41,6.367,13568.33,9.52,AM Peak,1:23,83,4980,4.418840608,1:40,100,6000,4.605170186,0:17,17,1020,2.833213344,,,
2022,3/22/22,10:30:25,4700 S I215W SB                                             ,PD Crash,1,4,10.5,630,0:07:45,7.75,465,21.58333333,1295,3.071921412,63.43,3806,4.149936936,67.17,4030,8.301521655,4,2,2,2,0.5,0.5,723,6.583,2.93,1.075,82.52,4.41,Afternoon Off Peak,,-7,-420,,0:10,10,600,2.302585093,0:17,17,1020,2.833213344,7,420,1.945910149
2022,3/23/22,17:40:52,3542 S I15 NB; MM 303 I15 NB                                ,PD Crash,3,2,25.48333333,1529,0:03:49,3.82,229,86.13333333,5168,4.455896483,86.5,5190,4.460144414,86.5,5190,8.554488976,6,2,4,1.21,0.798333333,0.333,9647,9.174,398.55,5.988,10680.7,9.28,PM Peak,,-2,-120,,1:25,85,5100,4.442651256,1:27,87,5220,4.465908119,2,120,0.693147181
2022,3/23/22,9:31:35,255999 I15 SB; MM 256 I15 SB                                ,PI Crash,2,4,9.533333333,572,0:07:01,7.02,421,45.41666667,2725,3.815879145,95.25,5715,4.556505014,117.42,7045,8.860073424,3,3,0,1.19,0.603333333,1,1569,7.358,76.6,4.339,2460.33,7.81,Afternoon Off Peak,0:13,13,780,2.564949357,0:50,50,3000,3.912023005,0:37,37,2220,3.610917913,,,
2022,3/23/22,8:43:36,700 E I215S EB                                              ,PI Crash,1,1,12.08333333,724.9999998,0:15:54,15.9,954,26.4,1584,3.27336401,33.28,1997,3.504956616,124.92,7495,8.921991411,3,1,2,1,0.666666667,0.333,2340,7.758,34.41,3.538,757.23,6.63,AM Peak,0:10,10,600,2.302585093,0:25,25,1500,3.218875825,0:15,15,900,2.708050201,,,
2022,3/24/22,17:46:01,275943 I15 NB; MM 276 I15 NB                                ,PI Crash,2,4,11.6,696,0:08:55,8.92,535,36.98333333,2219,3.610467361,62.03,3722,4.127618139,72.28,4337,8.374938144,6,4,2,2.24,0.626666667,0.667,6273,8.744,837.2,6.73,21475.89,9.97,PM Peak,0:22,22,1320,3.091042453,1:00,60,3600,4.094344562,0:38,38,2280,3.63758616,,,
2022,3/25/22,14:12:18,12300 S I15 SB                                              ,PI Crash,1,9,20.73333333,1244,0:09:19,9.32,559,146.7,8802,4.988389685,154.45,9267,5.039870419,184.13,11048,9.310004695,6,6,0,1.46,0.756666667,1,21716,9.986,4053.53,8.307,107977.97,11.59,Afternoon Off Peak,0:21,21,1260,3.044522438,2:50,170,10200,5.135798437,2:29,149,8940,5.003946306,,,
2022,3/26/22,12:50:40,273003 I15 NB; MM 273 I15 NB                                ,PI Crash,1,6,8.4,504,0:08:57,8.95,537,40.33333333,2420,3.697178257,138.1,8286,4.92797806,138.27,8296,9.02352875,6,4,2,2,0.666666667,0.667,5282,8.572,66.63,4.199,1721.31,7.45,Afternoon Off Peak,0:04,4,240,1.386294361,0:45,45,2700,3.80666249,0:41,41,2460,3.713572067,,,
2022,3/26/22,10:42:22,11114 S I15 NB; MM 293 I15 NB                               ,PD Crash,2,1,10.76666667,646.0000002,0:04:39,4.65,279,0.633333333,37.99999998,-0.456758403,29.38,1763,3.380314171,56.15,3369,8.122371243,6,1,5,,,0.167,2039,7.62,6.83,1.921,174.2,5.16,Afternoon Off Peak,0:07,7,420,1.945910149,0:10,10,600,2.302585093,0:03,3,180,1.098612289,,,
2022,3/27/22,14:40:11,7800 S I15 SB,PI Crash,1,4,11.35,681,0:02:36,2.6,156,11.81666667,709.0000002,2.469510965,72.97,4378,4.290048398,84.92,5095,8.536014946,7,3,4,1.89,0.73,0.429,3171,8.062,52.82,3.967,1375.89,7.23,Afternoon Off Peak,0:13,13,780,2.564949357,0:25,25,1500,3.218875825,0:12,12,720,2.48490665,,,
2022,3/28/22,14:52:32,1500 E I80 EB,PI Crash,2,2,73.6,4416,0:12:37,12.62,757,82.6,4956,4.414009681,82.6,4956,4.414009681,82.6,4956,8.508354243,3,1,2,1,0.666666667,0.333,6198,8.732,198.62,5.291,5058.16,8.53,Afternoon Off Peak,0:02,2,120,0.693147181,1:30,90,5400,4.49980967,1:28,88,5280,4.477336814,,,
2022,3/30/22,16:15:23,756 W I215S EB; MM 12 I215S EB                              ,PD Crash,1,2,20.96666667,1258,0:12:00,12,720,22.61666667,1357,3.118687098,28.13,1688,3.336836623,83.4,5004,8.517992872,4,1,3,1,0.75,0.25,5316,8.578,148.72,5.002,3511.72,8.16,PM Peak,0:22,22,1320,3.091042453,0:45,45,2700,3.80666249,0:23,23,1380,3.135494216,,,
2022,3/30/22,10:27:40,1400 E I80 EB                                               ,PD Crash,1,3,11.75,705,0:00:00,0,0,6.333333333,380,1.84582669,41.57,2494,3.727378753,51.02,3061,8.026496939,3,1,2,1,0.666666667,0.333,1049,6.956,31.49,3.45,849.55,6.74,Afternoon Off Peak,0:06,6,360,1.791759469,0:15,15,900,2.708050201,0:09,9,540,2.197224577,,,
2022,3/31/22,8:10:56,1100 S I15 SB                                               ,PD Crash,2,10,15,900,0:09:20,9.33,560,108.0666667,6484.000002,4.682748321,114.2,6852,4.737951297,129.52,7771,8.958154135,5,3,2,2.16,0.568,0.6,7382,8.907,805.33,6.691,19982.52,9.9,AM Peak,0:01,1,60,0,1:50,110,6600,4.700480366,1:49,109,6540,4.691347882,,,
2022,4/1/22,13:52:20,2900 S I15 NB,PD Crash,2,3,,,0:00:08,0.13,8,74.78333333,4487,4.314595044,74.78,4487,4.31455047,75.48,4529,8.418256444,6,2,4,2,0.666666667,0.333,11673,9.365,858.71,6.755,22593.53,10.03,Afternoon Off Peak,0:34,34,2040,3.526360525,2:00,120,7200,4.787491743,1:26,86,5160,4.454347296,,,
2022,4/1/22,16:59:48,200 S I15 NB,PI Crash,1,5,5.5,330,0:05:28,5.47,328,63.2,3792,4.146304301,68.93,4136,4.233091497,71.2,4272,8.359837381,5,1,4,1,0.8,0.2,3184,8.066,50.77,3.927,1302.35,7.17,PM Peak,,-28,-1680,,0:40,40,2400,3.688879454,1:08,68,4080,4.219507705,28,1680,3.33220451
2022,4/1/22,17:26:45,249974 I15 NB; MM 250 I15 NB,PI Crash,1,4,5.85,351,0:09:18,9.3,558,27.25,1635,3.305053521,65.45,3927,4.181286492,125.57,7534,8.927181388,3,1,2,1,0.666666667,0.333,2662,7.887,225.09,5.417,6215.59,8.73,PM Peak,0:46,46,2760,3.828641396,1:15,75,4500,4.317488114,0:29,29,1740,3.36729583,,,
2022,4/3/22,11:54:15,2515 E I80 EB; MM 127 I80 EB         ,PI Crash,1,1,11.75,705,0:13:45,13.75,825,27.75,1665,3.32323584,39.18,2351,3.668166413,118.95,7137,8.873047799,3,1,2,1,0.666666667,0.333,1303,7.172,22.72,3.123,591.4,6.38,Afternoon Off Peak,0:03,3,180,1.098612289,0:30,30,1800,3.401197382,0:27,27,1620,3.295836866,,,
2022,4/4/22,7:46:53,10600 S I15 NB,PI Crash,1,4,6.05,363,0:05:56,5.93,356,14.11666667,847.0000002,2.647356133,67.9,4074,4.218036035,130.13,7808,8.962904128,6,2,4,1.17,0.805,0.333,9429,9.152,864.7,6.762,20262.13,9.92,AM Peak,1:09,69,4140,4.234106505,1:25,85,5100,4.442651256,0:16,16,960,2.772588722,,,
2022,4/6/22,19:01:30,284059 I15 NB; MM 284 I15 NB,PI Crash,2,4,15.38333333,922.9999998,0:08:37,8.62,517,15.5,930,2.740840024,40.55,2433,3.702535781,93.03,5582,8.627302414,6,1,5,1,0.833333333,0.167,2770,7.927,22.5,3.114,582.6,6.37,Night Off Peak,0:08,8,480,2.079441542,0:30,30,1800,3.401197382,0:22,22,1320,3.091042453,,,
2022,4/7/22,16:30:46,13800 S I15 NB,PD Crash,2,4,16.55,993,0:06:49,6.82,409,55.5,3330,4.016383021,55.5,3330,4.016383021,59.17,3550,8.174702882,5,1,4,1,0.8,0.2,14086,9.553,1182.44,7.075,30795.93,10.34,PM Peak,1:06,66,3960,4.189654742,2:05,125,7500,4.828313737,0:59,59,3540,4.077537444,,,
2022,4/8/22,18:01:14,3900 S I15 NB,PD Crash,2,4,12.33333333,739.9999998,0:05:17,5.28,317,13.76666667,826.0000002,2.622250212,171.43,10286,5.14417502,151.53,9092,9.115150185,6,3,3,3,0.5,0.5,8764,9.078,196.27,5.279,5093.96,8.54,PM Peak,0:40,40,2400,3.688879454,1:00,60,3600,4.094344562,0:20,20,1200,2.995732274,,,
2022,4/9/22,9:24:48,11878 S I15 NB; MM 292 I15 NB,PD Crash,1,2,20.85,1251,0:11:45,11.75,705,22.2,1332,3.100092289,43.47,2608,3.772071045,76.72,4603,8.434463544,6,1,5,1,0.833333333,0.167,2150,7.673,7.56,2.023,194.4,5.27,Afternoon Off Peak,,-12,-720,,0:15,15,900,2.708050201,0:27,27,1620,3.295836866,12,720,2.48490665
2022,4/12/22,6:00:35,1900 W I215S WB,PI Crash,2,1,15.13333333,907.9999998,0:14:17,14.28,857,27.76666667,1666,3.323836261,27.77,1666,3.323956301,148.25,8895,9.0932446,5,4,1,1.43,0.714,0.8,1488,7.305,36.2,3.589,907.94,6.81,Morning Off Peak,,-78,-4680,,0:35,35,2100,3.555348061,1:53,113,6780,4.727387819,78,4680,4.356708827
2022,4/12/22,12:27:21,9000 S I15 SB,PD Crash,1,3,30.36666667,1822,0:00:01,0.02,1,66.4,3984,4.195697056,66.4,3984,4.195697056,2560.38,153623,11.94225683,7,1,6,1,0.857142857,0.143,7684,8.947,226.62,5.423,6490.82,8.78,Afternoon Off Peak,0:06,6,360,1.791759469,1:15,75,4500,4.317488114,1:09,69,4140,4.234106505,,,
2022,4/12/22,16:24:36,1230 E I80 EB; MM 125 I80 EB                                ,PI Crash,2,3,8.6,516,0:05:07,5.12,307,64.4,3864,4.165113633,64.95,3897,4.173617743,91.45,5487,8.610136937,3,2,1,1.98,0.34,0.667,6057,8.709,382.39,5.946,9682.84,9.18,PM Peak,0:11,11,660,2.397895273,1:15,75,4500,4.317488114,1:04,64,3840,4.158883083,,,
2022,4/13/22,16:50:27,4500 S I15 NB                                               ,PD Crash,1,4,0.35,21,0:00:00,0,0,22.55,1353,3.115735066,27.77,1666,3.323956301,259.25,15555,9.652137409,5,1,4,1,0.8,0.2,3842,8.254,13.7,2.617,349.78,5.86,PM Peak,0:02,2,120,0.693147181,0:25,25,1500,3.218875825,0:23,23,1380,3.135494216,,,
2022,4/13/22,9:00:24,274983 I15 NB; MM 275 I15 NB                                ,PD Crash,1,3,9.15,549,0:05:31,5.52,331,50.8,3048,3.927896355,50.8,3048,3.927896355,50.95,3057,8.025189322,6,3,3,,,0.5,5445,8.602,268.29,5.592,6477.83,8.78,AM Peak,0:10,10,600,2.302585093,1:05,65,3900,4.17438727,0:55,55,3300,4.007333185,,,
2022,4/13/22,6:39:40,6528 E I80 EB; MM 132 I80 EB                                ,PD Crash,1,5,0.183333333,10.99999998,0:16:14,16.23,974,6.333333333,380,1.84582669,66.28,3977,4.193888193,88.07,5284,8.572438666,3,1,2,1,0.666666667,0.333,819,6.708,4.77,1.562,113.09,4.73,AM Peak,0:19,19,1140,2.944438979,0:25,25,1500,3.218875825,0:06,6,360,1.791759469,,,
2022,4/14/22,7:54:37,284059 I15 NB; MM 284 I15 NB                                ,PD Crash,3,6,9.233333333,554,0:00:00,0,0,86.01666667,5161,4.454541076,86.02,5161,4.454579827,89.07,5344,8.583729715,6,4,2,2.09,0.651666667,0.667,10023,9.213,1278.49,7.153,28830.73,10.27,AM Peak,,-1,-60,,1:40,100,6000,4.605170186,1:41,101,6060,4.615120517,1,60,0
2022,4/15/22,14:39:31,248019 I15 NB; MM 248 I15 NB                                ,PI Crash,2,1,10.06666667,604.0000002,0:12:51,12.85,771,36.48333333,2189,3.596855535,48.77,2926,3.88711537,76.3,4578,8.429017501,2,1,1,1,0.5,0.5,1063,6.969,37.25,3.618,1105.62,7.01,Afternoon Off Peak,0:04,4,240,1.386294361,0:35,35,2100,3.555348061,0:31,31,1860,3.433987204,,,
2022,4/15/22,7:20:54,300 S I15 SB                                                ,PI Crash,2,5,10.18333333,610.9999998,0:04:52,4.87,292,63.1,3786,4.14472077,64.93,3896,4.173309767,91.87,5512,8.614682813,5,1,4,1,0.8,0.2,5328,8.581,394,5.977,9597.72,9.17,AM Peak,0:11,11,660,2.397895273,1:20,80,4800,4.382026635,1:09,69,4140,4.234106505,,,
2022,4/16/22,17:28:22,2336 N I15 NB; MM 312 I15 NB,PD Crash,1,3,12.63333333,757.9999998,0:00:01,0.02,1,2.633333333,158,0.968250471,29.75,1785,3.392829132,69.7,4182,8.33854488,4,2,2,2,0.5,0.5,2148,7.672,24.29,3.19,648.75,6.48,PM Peak,0:19,19,1140,2.944438979,0:25,25,1500,3.218875825,0:06,6,360,1.791759469,,,
2022,4/17/22,21:06:45,1400 E I215S WB                                             ,PI Crash,1,8,10.75,645,0:10:01,10.02,601,6.25,375,1.832581464,88.73,5324,4.485598051,123.45,7407,8.910180778,3,1,2,1,0.666666667,0.333,1462,7.288,3.21,1.166,78.42,4.36,Night Off Peak,1:12,72,4320,4.276666119,1:20,80,4800,4.382026635,0:08,8,480,2.079441542,,,
2022,4/18/22,14:57:42,277006 I15 SB; MM 277 I15 SB                                ,PI Crash,1,7,14.43333333,865.9999998,0:11:46,11.77,706,30.3,1818,3.411147713,58.42,3505,4.067658297,116.32,6979,8.850660919,6,2,4,1.67,0.721666667,0.333,5982,8.697,343.52,5.839,9231.67,9.13,Afternoon Off Peak,0:22,22,1320,3.091042453,0:55,55,3300,4.007333185,0:33,33,1980,3.496507561,,,
2022,4/20/22,12:45:21,281008 I15 NB; MM 281 I15 NB                                ,PI Crash,1,2,10.3,618,0:03:48,3.8,228,33.65,2019,3.516013056,36.73,2204,3.60359386,36.67,2200,7.696212639,6,1,5,1,0.833333333,0.167,2864,7.96,3.51,1.256,97.69,4.58,Afternoon Off Peak,0:06,6,360,1.791759469,0:30,30,1800,3.401197382,0:24,24,1440,3.17805383,,,
2022,4/20/22,7:59:26,273997 I15 NB; MM 274 I15 NB                                ,PI Crash,1,3,10.16666667,610.0000002,0:06:41,6.68,401,27.48333333,1649,3.31357976,27.48,1649,3.313458467,96.77,5806,8.666647145,6,1,5,0.39,0.935,0.167,7748,8.955,384.25,5.951,8886.65,9.09,AM Peak,0:11,11,660,2.397895273,1:10,70,4200,4.248495242,0:59,59,3540,4.077537444,,,
2022,4/21/22,18:04:36,14931 S I15 NB; MM 288 I15 NB                               ,PD Crash,1,2,4.883333333,293,0:23:02,23.03,1382,23.4,1404,3.152736022,46.02,2761,3.829076085,78.15,4689,8.452974619,7,3,4,2.05,0.707142857,0.429,4803,8.477,404.75,6.003,10504.82,9.26,PM Peak,0:12,12,720,2.48490665,0:40,40,2400,3.688879454,0:28,28,1680,3.33220451,,,
2022,4/22/22,18:47:10,700 E I80 WB,PI Crash,3,4,11.38333333,682.9999998,0:08:12,8.2,492,17.83333333,1070,2.881069365,69,4140,4.234106505,84.42,5065,8.530109417,4,4,0,,,1,1434,7.268,21.4,3.064,551.21,6.31,Night Off Peak,0:10,10,600,2.302585093,0:30,30,1800,3.401197382,0:20,20,1200,2.995732274,,,
2022,4/22/22,16:22:51,277006 I15 SB; MM 277 I15 SB,PD Crash,1,2,5.6,336,0:06:44,6.73,404,32.03333333,1922,3.466777027,32.03,1922,3.466672964,62.83,3770,8.23483028,6,3,3,2.11,0.648333333,0.5,4120,8.324,340.64,5.831,9067.28,9.11,PM Peak,,-11,-660,,0:40,40,2400,3.688879454,0:51,51,3060,3.931825633,11,660,2.397895273
2022,4/23/22,17:12:58,175 W I215S WB; MM 11 I215S WB                              ,PD Crash,1,4,,,0:05:15,5.25,315,17.03333333,1022,2.835172208,42.48,2549,3.749033377,77.38,4643,8.443115988,3,2,1,1.92,0.36,0.667,1218,7.105,33.39,3.508,787.4,6.67,PM Peak,0:10,10,600,2.302585093,0:20,20,1200,2.995732274,0:10,10,600,2.302585093,,,
2022,4/26/22,17:43:46,14182 S I15 NB; MM 289 I15 NB                               ,PD Crash,1,2,24.05,1443,0:18:37,18.62,1117,40.23333333,2414,3.694695839,74.1,4446,4.305415532,106.82,6409,8.765458532,6,2,4,1,0.833333333,0.333,5942,8.69,78.42,4.362,2056.6,7.63,PM Peak,0:06,6,360,1.791759469,0:50,50,3000,3.912023005,0:44,44,2640,3.784189634,,,
2022,4/26/22,17:10:28,300 W I215S WB                                              ,PI Crash,2,3,14.86666667,892.0000002,0:10:07,10.12,607,8.533333333,512,2.143980063,126.62,7597,4.841190475,126.73,7604,8.936429704,3,3,0,2,0.333333333,1,7852,8.969,437.13,6.08,10417.02,9.25,PM Peak,1:41,101,6060,4.615120517,1:50,110,6600,4.700480366,0:09,9,540,2.197224577,,,
2022,4/26/22,17:01:02,261972 I15 NB; MM 262 I15 NB                                ,PD Crash,1,3,28.16666667,1690,0:00:01,0.02,1,54.58333333,3275,3.999728586,54.58,3275,3.999667515,114.52,6871,8.835064935,5,2,3,1.11,0.778,0.4,5093,8.536,68.65,4.229,1879.11,7.54,PM Peak,,-1,-60,,0:55,55,3300,4.007333185,0:56,56,3360,4.025351691,1,60,0
2022,4/26/22,16:09:06,1300 S I15 SB                                               ,PD Crash,1,2,6.183333333,371,0:06:13,6.22,373,5.9,354,1.774952351,12.68,761,2.540025949,64.22,3853,8.256607345,5,1,4,1,0.8,0.2,5089,8.535,77.82,4.354,1932.15,7.57,PM Peak,0:45,45,2700,3.80666249,0:55,55,3300,4.007333185,0:10,10,600,2.302585093,,,
2022,4/28/22,17:40:55,14931 S I15 NB; MM 288 I15 NB                               ,PI Crash,1,3,11,660,0:16:45,16.75,1005,35.08333333,2105,3.557726184,71.2,4272,4.265492818,144.37,8662,9.066700922,7,2,5,,,0.286,8617,9.061,751.54,6.622,19369.26,9.87,PM Peak,0:44,44,2640,3.784189634,1:20,80,4800,4.382026635,0:36,36,2160,3.583518938,,,
2022,4/28/22,13:13:23,13452 S I15 SB; MM 290 I15 SB                               ,PI Crash,1,4,9.15,549,0:02:05,2.08,125,80.86666667,4852,4.392801708,80.87,4852,4.392842927,122.72,7363,8.904222737,7,6,1,1.98,0.717142857,0.857,11312,9.334,956.43,6.863,25646.5,10.15,Afternoon Off Peak,0:01,1,60,0,1:25,85,5100,4.442651256,1:24,84,5040,4.430816799,,,
2022,4/28/22,7:41:36,5605 S I15 NB; MM 300 I15 NB,PD Crash,2,3,7.15,429,,,,56.4,3384,4.032469159,61.13,3668,4.113002744,71.38,4283,8.362408978,5,3,2,1.21,0.758,0.6,13058,9.477,1108.1,7.01,24762.81,10.12,AM Peak,0:27,27,1620,3.295836866,1:25,85,5100,4.442651256,0:58,58,3480,4.060443011,,,
2022,4/29/22,20:39:55,12300 S I15 SB                                              ,PI Crash,4,4,13.31666667,799.0000002,0:07:17,7.28,437,11.08333333,664.9999998,2.405442478,36.73,2204,3.60359386,66.63,3998,8.293549515,6,5,1,,,0.833,1952,7.577,12.97,2.563,330.21,5.8,Night Off Peak,0:09,9,540,2.197224577,0:20,20,1200,2.995732274,0:11,11,660,2.397895273,,,
2022,4/29/22,15:24:37,14538 S I15 NB; MM 288.5 I15 NB           ,PD Crash,4,2,1.8,108,0:09:53,9.88,593,79.38333333,4763,4.374288439,80.07,4804,4.382901252,79.68,4781,8.472405009,7,3,4,2.96,0.577142857,0.429,23238,10.054,4510.88,8.414,124605.39,11.73,Afternoon Off Peak,2:11,131,7860,4.875197323,3:30,210,12600,5.347107531,1:19,79,4740,4.369447852,,,
2022,5/2/22,13:34:40,15200 S I15 SB ,PD Crash,4,4,3.016666667,181,0:02:07,2.12,127,92.5,5550,4.527208645,111.48,6689,4.713845203,111.48,6689,8.808219665,6,4,2,2.87,0.521666667,0.667,13728,9.527,1176.27,7.07,31160.18,10.35,Afternoon Off Peak,0:22,22.83333333,1370,3.128221456,2:00,120,7200,4.787491743,1:37,97.16666667,5830,4.576427717,,,
2022,5/3/22,7:55:56,8500 S I15 NB,PD Crash,1,3,10.46666667,628.0000002,0:06:01,6.02,361,22.06666667,1324,3.094068174,42.77,2566,3.755836922,82.07,4924,8.501876487,5,2,3,1,0.8,0.4,5336,8.582,226.7,5.424,5019.95,8.52,AM Peak,0:07,7,420,1.945910149,0:30,30,1800,3.401197382,0:23,23,1380,3.135494216,,,
2022,5/3/22,16:07:42,600 N I15 NB,PD Crash,1,2,18.58333333,1115,0:18:34,18.57,1114,72.3,4338,4.280824129,73.9,4434,4.302712828,73.9,4434,8.39705739,5,2,3,1.33,0.734,0.4,14884,9.608,1157.24,7.054,29510.93,10.29,PM Peak,0:45,45,2700,3.80666249,2:00,120,7200,4.787491743,1:15,75,4500,4.317488114,,,
2022,5/4/22,8:49:05,7200 S I15 NB,PD Crash,1,2,19.5,1170,0:00:14,0.23,14,37.91666667,2275,3.635390769,38.78,2327,3.65790465,81.25,4875,8.491875383,5,2,3,2,0.6,0.4,5571,8.625,447.12,6.103,10204.16,9.23,AM Peak,,-2,-120,,0:40,40,2400,3.688879454,0:42,42,2520,3.737669618,2,120,0.693147181
2022,5/6/22,17:34:22,15650 S I15 NB; MM 287 I15 NB,PD Crash,1,3,12.71666667,763.0000002,0:12:45,12.75,765,122,7320,4.804021045,122,7320,4.804021045,148.62,8917,9.095714846,6,2,4,1.82,0.696666667,0.333,13762,9.53,2682.85,7.895,68415.71,11.13,PM Peak,0:17,17,1020,2.833213344,2:25,145,8700,4.976733742,2:08,128,7680,4.852030264,,,
2022,5/6/22,17:39:28,281007 I15 SB; MM 281 I15 SB           ,PI Crash,1,4,14.28333333,856.9999998,0:13:29,13.48,809,24.53333333,1472,3.200032737,66.43,3986,4.196148762,68.38,4103,8.319473692,6,3,3,,,0.5,7464,8.918,592.48,6.384,13915.04,9.54,PM Peak,0:46,46,2760,3.828641396,1:15,75,4500,4.317488114,0:29,29,1740,3.36729583,,,
2022,5/7/22,13:35:30,9000 S I15 NB,PD Crash,1,5,9.55,573,0:09:38,9.63,578,15.5,930,2.740840024,26.8,1608,3.288401888,88.27,5296,8.574707098,7,2,5,2,0.714285714,0.286,18298,9.815,474.01,6.161,12047.57,9.4,Afternoon Off Peak,1:49,109,6540,4.691347882,2:05,125,7500,4.828313737,0:16,16,960,2.772588722,,,
2022,5/7/22,17:32:21,1116 S I15 NB; MM 306 I15 NB            ,PI Crash,1,3,14.58333333,874.9999998,0:06:31,6.52,391,75.65,4539,4.32611744,78.12,4687,4.358246106,78.45,4707,8.456806041,5,2,3,1.3,0.74,0.4,10377,9.247,688.33,6.534,17179.26,9.75,PM Peak,0:12,12,720,2.48490665,1:30,90,5400,4.49980967,1:18,78,4680,4.356708827,,,
